id,kabupaten_id,skema,pemegang_izin,desa,kecamatan,nomor_sk,tanggal_sk,masa_berlaku,tanggal_berakhir_izin,nomor_pks,luas_ha,jenis_hutan,status_kawasan,rkps_status,peta_status,keterangan,fasilitator,jumlah_kk,created_at,updated_at
c74c075b-20a0-4018-a594-fb93eb3b5920,PULANG PISAU,LPHD,PARAHANGAN,PARAHANGAN,KAHAYAN TENGAH,SK.10388/MENLHK-PSKL/PKPS/PSL.0/12/2019,12/26/2019,35 TAHUN,,12/Y.AMAL/PKS/PULPIS/XII/2025,"1,574",GAMBUT,HD,tidak ada,ada,,AMAL,198,2026-01-08 01:47:07.715+00,2026-01-08 02:48:45.310661+00
a363314a-f338-48ba-b7a9-dfceba960880,PULANG PISAU,LPHD,PETUK LITI,PETUK LITI,KAHAYAN TENGAH,SK.10874/MENLHK-PSKL/PKPS/PSL.0/12/2019,12/31/2019,35 TAHUN,,10/Y.AMAL/PKS/PULPIS/XII/2025,"2,445",GAMBUT,HD,tidak ada,ada,,AMAL,335,2026-01-08 01:46:59.188+00,2026-01-08 02:48:45.682715+00
7a33860e-6c05-4808-8d90-4999777ade05,PULANG PISAU,LPHD,SIGI,SIGI,KAHAYAN TENGAH,SK.10024/MENLHK-PSKL/PKPS/PSL.0/9/2019,9/12/2019,35 TAHUN,,06/Y.AMAL/PKS/PULPIS/XII/2025,"1,276",GAMBUT,HD,tidak ada,ada,,AMAL,307,2026-01-08 01:47:01.381+00,2026-01-08 02:48:41.847175+00
6a334e78-8d20-471a-86f7-c2bac8cea827,PULANG PISAU,LPHD,TAHAWA,TAHAWA,KAHAYAN TENGAH,SK.10869/MENLHK-PSKL/PKPS/PSL.0/12/2019,12/31/2019,35 TAHUN,,13/Y.AMAL/PKS/PULPIS/I/2026,998,GAMBUT,HD,tidak ada,ada,,AMAL,181,2026-01-08 01:47:08.066+00,2026-01-08 02:48:46.258921+00
ea23419a-f481-4803-bff6-aaae4455fffb,PULANG PISAU,LPHD,TUWUNG,TUWUNG,KAHAYAN TENGAH,SK.10389/MENLHK-PSKL/PKPS/PSL.0/12/2019,12/26/2019,35 TAHUN,,05/Y.AMAL/PKS/PULPIS/XII/2025,"1,297",GAMBUT,HD,tidak ada,ada,,AMAL,206,2026-01-08 01:47:08.223+00,2026-01-08 02:48:47.152617+00
1b919ed8-4e8b-4b2a-8224-8b26d1ec4d43,KATINGAN,LPHD,KAHANJAK ATEI,ASEM KUMBANG,KAMIPANG,SK.10377/MENLHK-PSKL/PKPS/PSL.0/12/2019,26/12/2019,35 TAHUN,26/12/2054,"06/Y,AMAL/PKS/KTG/VIII/2025",911,GAMBUT,HPK,ada,ada,,AMAL,450,2026-01-08 01:47:09.988+00,2026-01-08 02:48:44.643369+00
dc9b3406-5716-46f7-b951-821e7a9c15c8,KATINGAN,LPHD,JALAN PANGEN,BAUN BANGO,KAMIPANG,SK.10378/MENLHK-PSKL/PKPS/PSL.0/12/2019,26/12/2019,35 TAHUN,26/12/2054,"05/Y,AMAL/PKS/KTG/VIII/2025",424,GAMBUT,HPK,ada,ada,,AMAL,19,2026-01-08 01:47:10.139+00,2026-01-08 02:48:44.543769+00
d3987223-ed10-42bb-8b44-991665cacf82,KATINGAN,LPHD,HIMBA PANATAU LEWU,GALINGGANG,KAMIPANG,SK.6953.Tahun2024,7/5/2024,35 TAHUN,7/5/2059,"004/Y,AMAL/PKS/KTG/VIII/2025","4,051",GAMBUT,HPK,tidak ada,tidak ada,,AMAL,43,2026-01-08 01:47:10.292+00,2026-01-08 02:48:43.728277+00
2174a544-396c-4628-8837-aef91151bec5,KATINGAN,LPHD,LAPAK TAHETA,JAHANJANG,KAMIPANG,SK.8354.Tahun2024,10/6/2024,35 TAHUN,10/6/2059,"08/Y,AMAL/PKS/KTG/VIII/2025","2,662",GAMBUT,HPK,tidak ada,tidak ada,,AMAL,270,2026-01-08 01:47:09.678+00,2026-01-08 02:48:44.957104+00
50b01436-68ad-429e-9535-798b3b9680b5,KATINGAN,LPHD,KERUING HAPAKAT,KERUING,KAMIPANG,SK.10379/MENLHK-PKSL/PKPS/PSL.0/12/2019,31/12/2019,35 TAHUN,31/12/2054,"07/Y,AMAL/PKS/KTG/VIII/2025",462,GAMBUT,HPK,ada,ada,,AMAL,165,2026-01-08 01:47:09.834+00,2026-01-08 02:48:44.749125+00
908aaef6-78d8-4449-8b76-70c7c01c18d1,KATINGAN,LPHD,PANINTU PANTIS EBES,PARUPUK,KAMIPANG,SK.10380/MENLHK-PKSL/PKPS/PSL.0/12/2019,26/12/2019,35 TAHUN,26/12/2054,"03/Y,AMAL/PKS/KTG/VIII/2025",763,GAMBUT,HPK,ada,ada,,AMAL,314,2026-01-08 01:47:07.072+00,2026-01-08 02:48:45.492084+00
69952a8a-4fa4-4a5a-a939-8bde0743d680,KATINGAN,LPHD,RUNEN TATAU,TUMBANG RUNEN,KAMIPANG,SK.10382/MENLHK-PKSL/PKPS/PSL.0/12/2019,26/12/2019,35 TAHUN,26/12/2054,"02/Y,AMAL/PKS/KTG/VIII/2025",399,GAMBUT,HPK,ada,ada,,AMAL,98,2026-01-06 04:23:48.991+00,2026-01-08 02:01:53.162971+00
38de5eae-403d-4a78-8b80-e41f1516e7ed,KATINGAN,HKM,GAPOKTAN KAPAKAT ATEI,"TUMBANG RUNEN,JAHANJANG,KERUING,PARUPUK,TELAGA",KAMIPANG,SK.4174/MENLHK-PKSL/PKPS/PSL.0/8/2017,8/7/2017,35 TAHUN,8/7/2052,"01/Y,AMAL/PKS/KTG/VIII/2025","4,556",GAMBUT,HPK,ada,ada,,AMAL,55,2026-01-08 01:47:02.204+00,2026-01-08 02:48:41.39697+00
8fd86512-4deb-4f67-92f3-f308a3ebe625,KAPUAS,HKM,BATANG PAMBRELUM,RAHUNG BUNGAI,KAPUAS HULIU,SK.6229/MENLHK-PKSL/PKPS/PSL.0/9/2018,27/9/2018,35 TAHUN,27/9/2053,14/Y.AMAL/PKS/KAPUAS/XI/2025,"1,571",Mineral,HPT,tidak ada,ada,,AMAL,95,2026-01-08 01:47:06.264+00,2026-01-08 02:48:45.869651+00
86f1c733-5a62-41e3-b694-f0fdba948a34,KAPUAS,HTR,LESTARI HUTAN KATANJUNG II,KATANJUNG,KAPUAS HULU,SK.6493/MENLHK-PKSL/PKPS/PSL.0/10/2018,2/10/2018,35 TAHUN,2/10/2053,11/Y.AMAL/PKS/KAPUAS/XI/2025,756,Mineral,HP,tidak ada,ada,,AMAL,30,2026-01-08 01:46:57.572+00,2026-01-08 02:48:41.734687+00
18afcde8-04d0-427e-9984-8dcf70b9834f,KAPUAS,HTR,KOPERASI BETANG TALAWANG,KATANJUNG,KAPUAS HULU,SK.6795/MENLHK-PKSL/PKPS/PSL.0/12/2017,15/12/2017,35 TAHUN,15/12/2052,21/Y.AMAL/PKS/KAPUAS/XI/2025,720,Mineral,HPT,tidak ada,ada,,AMAL,46,2026-01-08 01:46:58.062+00,2026-01-08 02:48:43.359344+00
79bae63d-20a8-456a-8a3d-083a5400eb16,KAPUAS,LPHD,ALAU,KOTA BARU,KAPUAS TENGAH,SK.3684/MENLHK-PKSL/PKPS/PSL.0/4/2022,19/4/2022,35 TAHUN,19/4/2057,24/Y.AMAL/PKS/KAPUAS/XII/2025,954,MINERAL/GAMBUT,HPT,tidak ada,ada,,AMAL,249,2026-01-08 01:46:59.024+00,2026-01-08 02:48:43.813766+00
f8e06c99-c63a-45dd-8b06-fc51d925624a,KATINGAN,HKM,KATINGAN MANUAH,TALIAN KERENG,KATINGAN HILIR,SK.9888/MENLHK-PSKL/PSL.0/9/2023,14/9/2023,35 TAHUN,14/9/2058,"09/Y,AMAL/PKS/KTG/VIII/2025",966,GAMBUT,HPK,tidak ada,ada,,AMAL,272,2026-01-08 01:47:06.896+00,2026-01-08 02:48:46.353997+00
c972a345-15e8-45a7-b986-803bfa7c26d5,GUNUNG MAS,IUPHKm,KELOMPOK TANI HUTAN LESTARI,TUMBANG MIWAN,KURUN,6601/MENLHK-PSKL/PKPS/PSL.0/12/2016,15 Desember 2016,35 TAHUN,15 Desember 2051,"35/Y,AMAL/PKS/GUMAS/XII/2025","1,885.00",Mineral/ Gambut,HPT,tidak ada,ada,,AMAL,101,2026-01-08 01:47:01.884+00,2026-01-08 02:48:41.481198+00
38c6e474-ca43-4d34-aeb9-42a097c3f1d7,KAPUAS,HTR,HTR BUKOI MAJU BERSAMA,BUKOI,MANDAU TALAWANG,SK.9110/MENLHK-PKSL/PKPS/PSL.0/12/2018,28/12/2018,35 TAHUN,28/12/2053,13/Y.AMAL/PKS/KAPUAS/XI/2025,"1,501",Mineral,HPT,tidak ada,ada,,AMAL,102,2026-01-08 01:46:57.226+00,2026-01-08 02:48:42.661994+00
c59dc949-5cf7-4c1b-bd29-1e0f5f834342,KAPUAS,HTR,HTR MANTA'A HAPAKAT,KARETAU MANTA'A,MANDAU TALAWANG,SK.9111/MENLHK-PKSL/PKPS/PSL.0/12/2018,28/12/2018,35 TAHUN,28/12/2053,17/Y.AMAL/PKS/KAPUAS/XI/2025,820,Mineral,HP,tidak ada,ada,,AMAL,208,2026-01-08 01:47:04.542+00,2026-01-08 02:48:47.705206+00
e9bc6990-940a-44c8-aa61-f02cbed3ace9,KAPUAS,HKM,HKM BERKARYA TAMANG HAPAKAT,LAWANG TAMANG,MANDAU TALAWANG,SK.5909/MENLHK-PKSL/PKPS/PSL.0/9/2018,14/9/2018,35 TAHUN,14/9/2053,15/Y.AMAL/PKS/KAPUAS/XI/2025,584,Mineral,HPT,tidak ada,ada,,AMAL,86,2026-01-08 01:46:58.705+00,2026-01-08 02:48:42.473613+00
74221f49-bbf7-437e-b037-fb86a83335cd,KAPUAS,LPHD,LAWANG TAMANG,LAWANG TAMANG,MANDAU TALAWANG,SK.6606/MENLHK-PKSL/PKPS/PSL.0/12/2016,15/12/2016,35 TAHUN,15/12/2051,19/Y.AMAL/PKS/KAPUAS/XI/2025,426,Mineral,HPT / HPK,tidak ada,ada,,AMAL,132,2026-01-08 01:46:58.533+00,2026-01-08 02:48:45.14672+00
99bc1506-b001-428f-abca-d0f48fefdd6b,KAPUAS,HKM,SUMBER REZEKI,TUMBANG MANYARUNG,MANDAU TALAWANG,SK.7994/MENLHK-PKSL/PKPS/PSL.0/11/2018,7/11/2018,35 TAHUN,7/11/2053,16/Y.AMAL/PKS/KAPUAS/XI/2025,"1,190",Mineral,HP TERBATAS/ HP.TETAP,tidak ada,ada,,AMAL,81,2026-01-08 01:46:57.911+00,2026-01-08 02:48:43.459337+00
fd2d88e2-512f-4b1e-83b5-6b8a49406af7,KAPUAS,LPHD,TUMBANG MANYARUNG,TUMBANG MANYARUNG,MANDAU TALAWANG,SK.6610/MENLHK-PKSL/PKPS/PSL.0/12/2016,15/12/2016,35 TAHUN,15/12/2051,20/Y.AMAL/PKS/KAPUAS/XI/2025,"2,161",Mineral,HP TERBATAS/ HP.TETAP,tidak ada,ada,,AMAL,154,2026-01-08 01:46:57.736+00,2026-01-08 02:48:46.76533+00
a1e0dd10-5279-4c5f-b724-f3a689fc8ec8,KAPUAS,LPHD,TUMBANG TIHIS,TUMBANG TIHIS,MANDAU TALAWANG,SK.3822/MENLHK-PKSL/PKPS/PSL.0/7/2017,17/7/2017,35 TAHUN,17/7/2052,18/Y.AMAL/PKS/KAPUAS/XI/2025,839,Mineral,HPK,tidak ada,ada,,AMAL,136,2026-01-08 01:47:10.616+00,2026-01-08 02:48:46.954648+00
47790421-a38f-4ff1-911c-50625f3494d1,KAPUAS,HTR,TUMBANG TIHIS,TUMBANG TIHIS,MANDAU TALAWANG,SK.6492/MENLHK-PKSL/PKPS/PSL.0/10/2018,2/10/2018,35 TAHUN,2/10/2053,12/Y.AMAL/PKS/KAPUAS/XI/2025,815,Mineral,HP,tidak ada,ada,,AMAL,22,2026-01-08 01:47:02.034+00,2026-01-08 02:48:43.073569+00
484efcb0-2a3c-42a3-bb62-ba6af501152f,KAPUAS,LPHD,KATUNJUNG,KATUNJUNG,MANTANGAI,SK Gubernur KalTeng Nomor: 188.44/402/2015,31/7/2015,35 TAHUN,31/7/2050,23/Y.AMAL/PKS/KAPUAS/XII/2025,"6,315",GAMBUT,HL,tidak ada,ada,,AMAL,178,2026-01-08 01:46:59.385+00,2026-01-12 00:05:40.569204+00
275184fc-bab0-40f0-aed5-0860e0966f24,KAPUAS,LPHD,DANAU BAGANTUNG,MANTANGAI HULU,MANTANGAI,Nomor: 13584 TAHUN 2024,27/12/2024,35 TAHUN,27/12/2059,06/Y.AMAL/PKS/KAPUAS/VIII/2025,"4,995",GAMBUT,HL,tidak ada,ada,,AMAL,23,2026-01-08 01:47:00.2+00,2026-01-08 02:48:44.277055+00
